Country,State,Location,Month_name,Time_category,Fatal Y/N,Attack_Count
Admiralty Islands,Manus Island,Sisi  (west coast of island),October,Unknown,Non-Fatal,1
Africa,Unknown,Unknown,September,Unknown,Fatal,1
American Samoa,Tutuila Island,Near tuna cannery in Pago Pago Harbor,December,Unknown,Fatal,1
American Samoa,Tutuila Island,Pago Pago Bay,August,Unknown,Fatal,1
American Samoa,Tutuila Island,Van Camp wharf,December,Morning,Fatal,1
Andaman / Nicobar Islandas,Unknown,Unknown,September,Afternoon,Fatal,1
Antigua,St John's,Fort James Beach,December,Morning,Unknown,1
Antigua,Unknown,Falmouth Harbour,May,Unknown,Unknown,1
Argentina,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires ",January,Afternoon,Non-Fatal,1
Argentina,Patagonia,Chubut Province,February,Unknown,Unknown,1
Aruba,Unknown,Boat capsized,December,Unknown,Fatal,1
Atlantic Ocean,04.05N-13.23W,Unknown,September,Unknown,Non-Fatal,1
Atlantic Ocean,300 miles from Antigua,Unknown,January,Unknown,Non-Fatal,1
Atlantic Ocean,600 nm west of the Canary Islands,Unknown,December,Afternoon,Non-Fatal,1
Atlantic Ocean,800 miles from land,Unknown,January,Unknown,Non-Fatal,1
Atlantic Ocean,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",January,Unknown,Fatal,1
Atlantic Ocean,Between Southampton & Canary Islands,Unknown,December,Unknown,Unknown,1
Atlantic Ocean,Unknown,360 miles north of Ascension Island,September,Unknown,Non-Fatal,1
Atlantic Ocean,Unknown,Unknown,August,Unknown,Fatal,1
Atlantic Ocean,Unknown,Unknown,December,Unknown,Fatal,1
Atlantic Ocean,Unknown,Unknown,February,Unknown,Non-Fatal,1
Atlantic Ocean,Unknown,Unknown,January,Unknown,Fatal,1
Atlantic Ocean,Unknown,Unknown,July,Unknown,Fatal,1
Atlantic Ocean,Unknown,Unknown,July,Unknown,Unknown,1
Atlantic Ocean,Unknown,Unknown,June,Unknown,Fatal,1
Atlantic Ocean,Unknown,Unknown,October,Unknown,Fatal,1
Australia,New South Wales, Bellingen,May,Night,Non-Fatal,1
Australia,New South Wales," Black Head, south of Taree",October,Unknown,Non-Fatal,1
Australia,New South Wales, Botany Bay ,February,Night,Non-Fatal,1
Australia,New South Wales," St. George’s River at Moorebank, near Milperra Bridge",December,Afternoon,Fatal,1
Australia,New South Wales,"""Bellynahinch"" on the Manning River",January,Evening,Fatal,1
Australia,New South Wales,1.5 miles off shore,April,Unknown,Non-Fatal,1
Australia,New South Wales,10 miles off Nambucca Heads  onboard trawler,April,Night,Non-Fatal,1
Australia,New South Wales,20 miles off Sydney,December,Unknown,Fatal,1
Australia,New South Wales,26 nautical miles out to sea off Lake Macquarie,April,Unknown,Unknown,1
Australia,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,January,Unknown,Non-Fatal,1
Australia,New South Wales,"7 Mile Beach, Gerroa",November,Afternoon,Non-Fatal,1
Australia,New South Wales,Angourie,December,Early morning,Non-Fatal,1
Australia,New South Wales,"Angourie, near Yamba",February,Unknown,Non-Fatal,1
Australia,New South Wales,Arakoon's Little Bay,September,Unknown,Non-Fatal,1
Australia,New South Wales,Arrawarra Headland,June,Unknown,Non-Fatal,1
Australia,New South Wales,Austinmer,February,Evening,Non-Fatal,1
Australia,New South Wales,Avalon,March,Afternoon,Non-Fatal,1
Australia,New South Wales,Avalon,March,Early morning,Non-Fatal,1
Australia,New South Wales,Avalon Beach,October,Unknown,Non-Fatal,1
Australia,New South Wales,Avoca,August,Early morning,Non-Fatal,1
Australia,New South Wales,Avoca Beach,December,Morning,Non-Fatal,1
Australia,New South Wales,Avoca Beach,January,Unknown,Non-Fatal,1
Australia,New South Wales,Avoca Beach,November,Afternoon,Non-Fatal,1
Australia,New South Wales,Avoca Beach,October,Early morning,Non-Fatal,1
Australia,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",December,Morning,Fatal,1
Australia,New South Wales,"Bar Beach, Newcastle",April,Evening,Non-Fatal,1
Australia,New South Wales,"Bar Beach, Newcastle",February,Afternoon,Fatal,1
Australia,New South Wales,"Bar Beach, Newcastle ",January,Afternoon,Fatal,1
Australia,New South Wales,Bass Point,March,Unknown,Non-Fatal,1
Australia,New South Wales,Bateman's Bay,March,Early morning,Non-Fatal,1
Australia,New South Wales,Beecroft Head,January,Early morning,Non-Fatal,1
Australia,New South Wales,Bellambi,January,Unknown,Non-Fatal,1
Australia,New South Wales,Bellambi Reef,July,Unknown,Non-Fatal,1
Australia,New South Wales,Bellambi Reef,June,Unknown,Fatal,1
Australia,New South Wales,Bellinger Head,November,Unknown,Unknown,1
Australia,New South Wales,Belongil Bay,February,Early morning,Non-Fatal,1
Australia,New South Wales,"Belongil Beach, Byron Bay",June,Morning,Non-Fatal,1
Australia,New South Wales,Bermagui,April,Night,Non-Fatal,1
Australia,New South Wales,Bermagui,October,Unknown,Fatal,1
Australia,New South Wales,"Berry's Bay, Sydney Harbour",January,Unknown,Non-Fatal,1
Australia,New South Wales,Between Dee Why and Long Reef,December,Afternoon,Non-Fatal,1
Australia,New South Wales,Bherwerre Beach,December,Morning,Non-Fatal,1
Australia,New South Wales,"Bilgola Beach, Sydney",February,Unknown,Unknown,1
Australia,New South Wales,Birubi Point,October,Morning,Non-Fatal,1
Australia,New South Wales,Blue Bay,March,Evening,Non-Fatal,1
Australia,New South Wales,"Boat Harbour, north of Cronulla",October,Unknown,Non-Fatal,1
Australia,New South Wales,Bombo Beach,March,Evening,Non-Fatal,1
Australia,New South Wales,Bondi,April,Afternoon,Non-Fatal,1
Australia,New South Wales,Bondi,August,Unknown,Non-Fatal,1
Australia,New South Wales,Bondi,December,Unknown,Non-Fatal,1
Australia,New South Wales,Bondi,February,Afternoon,Fatal,1
Australia,New South Wales,Bondi,January,Evening,Fatal,1
Australia,New South Wales,Bondi ,December,Night,Unknown,1
Australia,New South Wales,Bondi Beach,December,Early morning,Non-Fatal,1
Australia,New South Wales,Bondi Beach,February,Unknown,Non-Fatal,1
Australia,New South Wales,"Bondi Beach, Sydney",December,Unknown,Non-Fatal,1
Australia,New South Wales,"Bondi Beach, Sydney",February,Evening,Non-Fatal,1
Australia,New South Wales,"Bondi, Sydney",March,Evening,Non-Fatal,1
Australia,New South Wales,Booti Booti National Park,December,Morning,Non-Fatal,1
Australia,New South Wales,Booti Booti National Park,December,Unknown,Non-Fatal,1
Australia,New South Wales,"Botany Bay, Sydney",April,Unknown,Non-Fatal,1
Australia,New South Wales,"Botany Bay, Sydney",October,Unknown,Unknown,2
Australia,New South Wales,Botany Bay?,November,Unknown,Unknown,1
Australia,New South Wales,"Bradleys Head, Sydney ",November,Unknown,Fatal,1
Australia,New South Wales,Broken Head,December,Early morning,Non-Fatal,1
Australia,New South Wales,Broken Head,July,Early morning,Non-Fatal,1
Australia,New South Wales,Broken Head Beach,October,Early morning,Non-Fatal,1
Australia,New South Wales,Bronte,February,Evening,Non-Fatal,1
Australia,New South Wales,Bronte Beach,April,Early morning,Non-Fatal,1
Australia,New South Wales,Bronte Beach,April,Unknown,Non-Fatal,1
Australia,New South Wales,Broome Head,February,Afternoon,Non-Fatal,1
Australia,New South Wales,Broughton Island,February,Afternoon,Non-Fatal,1
Australia,New South Wales,Brunswick Heads,February,Unknown,Non-Fatal,1
Australia,New South Wales,Brunswick Heads,January,Afternoon,Non-Fatal,1
Australia,New South Wales,Brunswick Heads,January,Unknown,Unknown,1
Australia,New South Wales,"Buchan Point, Sydney",February,Afternoon,Fatal,1
Australia,New South Wales,Bushrangers Pass at Bass Point,January,Unknown,Non-Fatal,1
Australia,New South Wales,Byron Bay,August,Afternoon,Non-Fatal,1
Australia,New South Wales,Byron Bay,October,Morning,Non-Fatal,1
Australia,New South Wales,Byron Bay,September,Unknown,Non-Fatal,1
Australia,New South Wales,Byron Bay ,October,Unknown,Non-Fatal,2
Australia,New South Wales,Cabarita Beach,September,Afternoon,Non-Fatal,1
Australia,New South Wales,"Cabramatta Creek, George’s River ",December,Unknown,Unknown,1
Australia,New South Wales,Cape Howe,January,Morning,Non-Fatal,1
Australia,New South Wales,Cave at Shell Harbour,February,Evening,Non-Fatal,1
Australia,New South Wales,Caves Beach,February,Unknown,Non-Fatal,1
Australia,New South Wales,Cellito Beach,February,Morning,Non-Fatal,1
Australia,New South Wales,"Charles Street Wharf, Parramatta River",February,Night,Non-Fatal,1
Australia,New South Wales,"Chowder Bay, Sydney",January,Afternoon,Non-Fatal,1
Australia,New South Wales,Clarence Head,April,Unknown,Non-Fatal,1
Australia,New South Wales,Clarence Heads,November,Unknown,Non-Fatal,2
Australia,New South Wales,Clarence River,January,Unknown,Non-Fatal,1
Australia,New South Wales,Clarence River,October,Afternoon,Non-Fatal,1
Australia,New South Wales,"Clark Island, Sydney Harbour",March,Unknown,Non-Fatal,1
Australia,New South Wales,"Clark's Island, Sydney Harbor",December,Unknown,Unknown,1
Australia,New South Wales,"Clarkes Beach, Byron Bay",September,Morning,Fatal,1
Australia,New South Wales,"Clarks Beach, Byron Bay",September,Afternoon,Non-Fatal,1
Australia,New South Wales,Coalcliff,October,Unknown,Fatal,1
Australia,New South Wales,"Cockatoo Island, Sydney",March,Afternoon,Fatal,1
Australia,New South Wales,"Cockle Bay, Sydney Harbour",January,Unknown,Non-Fatal,1
Australia,New South Wales,Coffee Head,December,Early morning,Non-Fatal,1
Australia,New South Wales,Coffs Harbour,August,Unknown,Non-Fatal,1
Australia,New South Wales,Coff’s Harbor,February,Unknown,Non-Fatal,1
Australia,New South Wales,Coledale Beach,February,Afternoon,Non-Fatal,1
Australia,New South Wales,Collaroy,December,Unknown,Non-Fatal,1
Australia,New South Wales,Coogee,April,Unknown,Unknown,1
Australia,New South Wales,Coogee,December,Unknown,Non-Fatal,1
Australia,New South Wales,Coogee,February,Afternoon,Non-Fatal,1
Australia,New South Wales,Coogee,June,Unknown,Non-Fatal,1
Australia,New South Wales,Coogee,March,Morning,Fatal,1
Australia,New South Wales,Coogee ,February,Afternoon,Fatal,1
Australia,New South Wales,"Coogee Bay, near Sydney",February,Unknown,Non-Fatal,1
Australia,New South Wales,Cook Island,January,Morning,Non-Fatal,1
Australia,New South Wales,"Cooks Hill, Newcastle",April,Evening,Fatal,1
Australia,New South Wales,Cooranbong,January,Unknown,Non-Fatal,1
Australia,New South Wales,Crescent Head,April,Unknown,Unknown,1
Australia,New South Wales,Crescent Head,August,Morning,Non-Fatal,1
Australia,New South Wales,Crescent Head,July,Afternoon,Non-Fatal,1
Australia,New South Wales,Cronulla,January,Unknown,Non-Fatal,2
Australia,New South Wales,Cronulla,July,Unknown,Non-Fatal,1
Australia,New South Wales,Cronulla,March,Unknown,Non-Fatal,1
Australia,New South Wales,"Cronulla, near Sydney",March,Unknown,Non-Fatal,1
Australia,New South Wales,Crookhaven,April,Unknown,Non-Fatal,1
Australia,New South Wales,Crowdy Baay,March,Afternoon,Non-Fatal,2
Australia,New South Wales,Crowdy Head,April,Afternoon,Non-Fatal,1
Australia,New South Wales,Crowdy Head,March,Evening,Non-Fatal,1
Australia,New South Wales,Cudgen Creek ,January,Evening,Unknown,1
Australia,New South Wales,Curl Curl,March,Afternoon,Non-Fatal,1
Australia,New South Wales,"Darling Harbor, Sydney",January,Unknown,Fatal,1
Australia,New South Wales,"Dee Why, north of Queenscliff ",March,Afternoon,Fatal,1
Australia,New South Wales,"Dobroyd Head, Watson Bay, Sydney",March,Unknown,Unknown,1
Australia,New South Wales,"Dover Heights, Sydney",March,Unknown,Unknown,1
Australia,New South Wales,East Ballina,July,Morning,Non-Fatal,1
Australia,New South Wales,East Ballina,November,Evening,Non-Fatal,1
Australia,New South Wales,"Egg Rock, Middle Harbor, Sydney",January,Afternoon,Fatal,1
Australia,New South Wales,Eight-mile reef off Port Kembla,January,Morning,Non-Fatal,1
Australia,New South Wales,Emerald Beach,April,Unknown,Non-Fatal,1
Australia,New South Wales,Emerald Beach,September,Morning,Fatal,1
Australia,New South Wales,Evans Head,January,Afternoon,Unknown,1
Australia,New South Wales,Evans Head,January,Unknown,Non-Fatal,1
Australia,New South Wales,Evans Head,July,Early morning,Non-Fatal,1
Australia,New South Wales,Evans Head,May,Unknown,Non-Fatal,1
Australia,New South Wales,Fairy Bower,January,Unknown,Non-Fatal,1
Australia,New South Wales,"Fairy Bower, near North Steyne",January,Unknown,Non-Fatal,1
Australia,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney ",January,Afternoon,Fatal,1
Australia,New South Wales,Fingal Bay,April,Morning,Non-Fatal,1
Australia,New South Wales,Fingal Beach,January,Morning,Non-Fatal,1
Australia,New South Wales,"First Beach, Forster",January,Evening,Non-Fatal,1
Australia,New South Wales,"First Sun Beach, Byron Bay",April,Afternoon,Non-Fatal,1
Australia,New South Wales,Flat Rock,January,Unknown,Non-Fatal,1
Australia,New South Wales,"Flat Rock Beach, Lennox Head",November,Unknown,Non-Fatal,1
Australia,New South Wales,"Flat Rock, Ballina",June,Unknown,Non-Fatal,1
Australia,New South Wales,"Flat Rock, Yamba",June,Unknown,Non-Fatal,1
Australia,New South Wales,Forster,August,Afternoon,Non-Fatal,1
Australia,New South Wales,Fraser's Reef,September,Evening,Non-Fatal,1
Australia,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",February,Early morning,Non-Fatal,1
Australia,New South Wales,"Georges Head, off Port Jackson",February,Unknown,Non-Fatal,1
Australia,New South Wales,Georges River,January,Afternoon,Fatal,1
Australia,New South Wales,Georges River,June,Unknown,Fatal,1
Australia,New South Wales,George’s River,March,Unknown,Unknown,1
Australia,New South Wales,George’s River at Kentucky,December,Night,Non-Fatal,1
Australia,New South Wales,Gerringong,March,Unknown,Non-Fatal,1
Australia,New South Wales,Green Island,December,Afternoon,Non-Fatal,1
Australia,New South Wales,"Grey’s Point, Port Hacking",January,Morning,Fatal,1
Australia,New South Wales,"Half Tide Beach, Evans Head",January,Evening,Non-Fatal,1
Australia,New South Wales,Hallidays Point,September,Morning,Non-Fatal,1
Australia,New South Wales,Hams Beach,February,Afternoon,Non-Fatal,1
Australia,New South Wales,"Hawkesbury Bridge, Sydney",December,Unknown,Fatal,1
Australia,New South Wales,Hawkesbury River,April,Unknown,Fatal,1
Australia,New South Wales,Hawkesbury River,December,Unknown,Unknown,1
Australia,New South Wales,Hawkesbury River,January,Unknown,Unknown,1
Australia,New South Wales,Hawks Nest Beach,December,Early morning,Non-Fatal,1
Australia,New South Wales,"Homebush Bay, Parramatta River, Sydney",December,Afternoon,Non-Fatal,1
Australia,New South Wales,"Honeysuckle Point, Eden",April,Unknown,Non-Fatal,1
Australia,New South Wales,Horseshoe Bay,February,Unknown,Non-Fatal,1
Australia,New South Wales,"Horseshoe Bay, near Kempsey",April,Afternoon,Non-Fatal,1
Australia,New South Wales,"Hyams Beach, Jervis Bay",January,Early morning,Non-Fatal,1
Australia,New South Wales,Iluka Beach,September,Early morning,Non-Fatal,1
Australia,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",December,Afternoon,Fatal,1
Australia,New South Wales,"Iron Cove, Sydney",February,Unknown,Non-Fatal,1
Australia,New South Wales,"Iron Cove, Sydney",January,Early morning,Fatal,1
Australia,New South Wales,Jervis Bay,August,Night,Unknown,1
Australia,New South Wales,Jervis Bay,December,Unknown,Non-Fatal,1
Australia,New South Wales,Jervis Bay,May,Night,Fatal,1
Australia,New South Wales,Jervis Bay ,November,Unknown,Fatal,1
Australia,New South Wales,Jimmy's Beach,December,Morning,Non-Fatal,1
Australia,New South Wales,"Jimmys Beach, Port Stephens",March,Afternoon,Non-Fatal,1
Australia,New South Wales,"Johnstone's Bay, Sydney",January,Afternoon,Fatal,1
Australia,New South Wales,"Johnstone's Bay, Sydney",November,Evening,Unknown,1
Australia,New South Wales,"Julian Rocks, Byron Bay",June,Morning,Fatal,1
Australia,New South Wales,"Julian Rocks, Byron Bay",March,Morning,Non-Fatal,1
Australia,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",January,Afternoon,Fatal,1
Australia,New South Wales,Just north of Fingal Spit,January,Night,Non-Fatal,1
Australia,New South Wales,Kempsey,February,Unknown,Non-Fatal,1
Australia,New South Wales,Kempsey,May,Unknown,Non-Fatal,1
Australia,New South Wales,Kerosene Bay,January,Unknown,Fatal,1
Australia,New South Wales,"Kiah Creek, Eden",October,Unknown,Non-Fatal,1
Australia,New South Wales,Kiama,April,Afternoon,Fatal,1
Australia,New South Wales,Killick Creek near Crescent Head,April,Morning,Non-Fatal,1
Australia,New South Wales,Kingscliff,June,Unknown,Unknown,1
Australia,New South Wales,Kingscliff Beach,May,Afternoon,Unknown,1
Australia,New South Wales,"Kingscliffe Beach, south of Tweed Heads",April,Unknown,Unknown,1
Australia,New South Wales,"Kingscliffe Beach, south of Tweed Heads",February,Unknown,Non-Fatal,1
Australia,New South Wales,"Knobby's Beach, Newcastle",November,Unknown,Non-Fatal,2
Australia,New South Wales,"Kurnell, Botany Bay ",November,Afternoon,Non-Fatal,1
Australia,New South Wales,"Kylie's Beach, Diamond Head",December,Morning,Non-Fatal,1
Australia,New South Wales,"Lady Martin’s Beach, Sydney Harbor",January,Afternoon,Unknown,1
Australia,New South Wales,"Lake Conjola, near Milton",January,Unknown,Non-Fatal,1
Australia,New South Wales,Lake Illawarra,January,Unknown,Unknown,1
Australia,New South Wales,Lake Macquarie,April,Unknown,Fatal,1
Australia,New South Wales,Lake Macquarie,December,Morning,Non-Fatal,1
Australia,New South Wales,Lake Macquarie,January,Evening,Non-Fatal,1
Australia,New South Wales,Lake Macquarie,March,Night,Non-Fatal,1
Australia,New South Wales,Lake Macquarie,October,Afternoon,Non-Fatal,1
Australia,New South Wales,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",January,Unknown,Non-Fatal,1
Australia,New South Wales,"Lane Cove River, Sydney Harbor ",November,Unknown,Non-Fatal,1
Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",January,Afternoon,Non-Fatal,1
Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",January,Unknown,Fatal,1
Australia,New South Wales,"Latitude Reef, near Forster",April,Morning,Non-Fatal,1
Australia,New South Wales,"Leichardt, Sydney",December,Night,Non-Fatal,1
Australia,New South Wales,Lennox Head,April,Early morning,Non-Fatal,1
Australia,New South Wales,Lennox Head,August,Early morning,Non-Fatal,1
Australia,New South Wales,Lennox Head,July,Morning,Non-Fatal,1
Australia,New South Wales,Lennox Head,June,Afternoon,Non-Fatal,1
Australia,New South Wales,Lennox Head,March,Evening,Unknown,1
Australia,New South Wales,"Lennox Head, Ballina",January,Afternoon,Non-Fatal,1
Australia,New South Wales,"Lennox Head, Ballina",October,Unknown,Non-Fatal,1
Australia,New South Wales,Lennox Heads,October,Early morning,Non-Fatal,1
Australia,New South Wales,Lighthouse Beach,August,Evening,Non-Fatal,1
Australia,New South Wales,Lighthouse Beach,March,Evening,Non-Fatal,1
Australia,New South Wales,Lighthouse Beach,October,Afternoon,Non-Fatal,1
Australia,New South Wales,"Lighthouse Beach, Ballina",April,Morning,Fatal,1
Australia,New South Wales,"Lighthouse Beach, Ballina",September,Morning,Non-Fatal,1
Australia,New South Wales,"Lighthouse Beach, Seal Rocks",October,Evening,Non-Fatal,1
Australia,New South Wales,Lismore,March,Morning,Non-Fatal,1
Australia,New South Wales,"Little Congwong Beach, La Perouse ",February,Evening,Non-Fatal,1
Australia,New South Wales,"Long Reef, Collaroy",March,Unknown,Non-Fatal,1
Australia,New South Wales,"Long Reef, North Manly",January,Unknown,Non-Fatal,1
Australia,New South Wales,"Long Reef, north of Sydney",December,Morning,Non-Fatal,1
Australia,New South Wales,Lord Howe Island,March,Unknown,Non-Fatal,1
Australia,New South Wales,Lord Howe Island (island group 440 miles northeast of Sydney),June,Unknown,Unknown,1
Australia,New South Wales,Macleay River,January,Evening,Fatal,1
Australia,New South Wales,Manley Beach,April,Unknown,Fatal,1
Australia,New South Wales,Manly,June,Unknown,Non-Fatal,1
Australia,New South Wales,Manly,November,Unknown,Non-Fatal,1
Australia,New South Wales,"Manly Marineland, Sydney",August,Afternoon,Non-Fatal,1
Australia,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",November,Afternoon,Fatal,1
Australia,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",November,Afternoon,Non-Fatal,1
Australia,New South Wales,"Marineland Aquarium, Manley, Sydney",December,Morning,Non-Fatal,1
Australia,New South Wales,"Marineland, Sydney",December,Unknown,Non-Fatal,1
Australia,New South Wales,"Marineland, Sydney",November,Unknown,Non-Fatal,1
Australia,New South Wales,"Marineland, Sydney",October,Unknown,Non-Fatal,1
Australia,New South Wales,"Marineland, Sydney",September,Unknown,Non-Fatal,1
Australia,New South Wales,"Mark’s Point, Swan Bay, Lake Macquarie",October,Unknown,Non-Fatal,1
Australia,New South Wales,Maroubra,December,Unknown,Non-Fatal,1
Australia,New South Wales,Maroubra,March,Early morning,Non-Fatal,1
Australia,New South Wales,Maroubra,March,Unknown,Non-Fatal,1
Australia,New South Wales,Maroubra,November,Unknown,Non-Fatal,1
Australia,New South Wales,Maroubra Bay,April,Unknown,Unknown,1
Australia,New South Wales,Maroubra Bay,February,Afternoon,Fatal,1
Australia,New South Wales,Maroubra Beach,December,Unknown,Non-Fatal,1
Australia,New South Wales,Maroubra Beach,February,Night,Unknown,1
Australia,New South Wales,Maroubra Beach,March,Afternoon,Fatal,1
Australia,New South Wales,Martin Islet,January,Unknown,Non-Fatal,1
Australia,New South Wales,McKenzies Beach,April,Early morning,Non-Fatal,1
Australia,New South Wales,"McMasters Beach, Central Coast",March,Evening,Non-Fatal,1
Australia,New South Wales,Mereweather Beach,February,Unknown,Non-Fatal,1
Australia,New South Wales,Mereweather Beach,March,Afternoon,Non-Fatal,1
Australia,New South Wales,"Merewether Beach, Newcastle",April,Unknown,Non-Fatal,1
Australia,New South Wales,"Merewether Beach, Newcastle",December,Afternoon,Fatal,1
Australia,New South Wales,"Merewether Beach, near Newcastle",October,Morning,Non-Fatal,1
Australia,New South Wales,Merimbula,December,Night,Non-Fatal,1
Australia,New South Wales,Merimbula,January,Evening,Unknown,1
Australia,New South Wales,"Middle Harbour, Sugarloaf Bay, Sydney (Estuary)",December,Unknown,Fatal,1
Australia,New South Wales,"Middle Harbour, Sydney ",December,Unknown,Fatal,1
Australia,New South Wales,"Middle Harbour, Sydney ",November,Afternoon,Fatal,1
Australia,New South Wales,Millers Point,May,Afternoon,Non-Fatal,1
Australia,New South Wales,"Mollymook Beach, Bannister Head",January,Unknown,Non-Fatal,1
Australia,New South Wales,Mona Vale,April,Unknown,Non-Fatal,2
Australia,New South Wales,"Mona Vale Beach, Sydney",February,Morning,Non-Fatal,1
Australia,New South Wales,"Mona Vale, near Sydney",January,Unknown,Non-Fatal,2
Australia,New South Wales,Moonee Beach,November,Early morning,Non-Fatal,1
Australia,New South Wales,Mowarry Point,December,Morning,Non-Fatal,1
Australia,New South Wales,Mullaway Headland,October,Afternoon,Non-Fatal,1
Australia,New South Wales,"Murwillumbah, Tweed River",December,Unknown,Non-Fatal,1
Australia,New South Wales,Nambucca River Entrance,April,Morning,Non-Fatal,1
Australia,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",January,Afternoon,Fatal,1
Australia,New South Wales,Near Bondi Beach,February,Unknown,Non-Fatal,1
Australia,New South Wales,Near Sydney,December,Unknown,Fatal,1
Australia,New South Wales,Near Sydney ,March,Unknown,Unknown,1
Australia,New South Wales,"Ned's Beach, Lord Howe Island",February,Afternoon,Non-Fatal,1
Australia,New South Wales,Nelson's Bay,May,Unknown,Non-Fatal,1
Australia,New South Wales,Newcastle,August,Unknown,Non-Fatal,1
Australia,New South Wales,Newcastle,January,Unknown,Unknown,1
Australia,New South Wales,Newcastle,March,Evening,Non-Fatal,1
Australia,New South Wales,Newcastle,March,Unknown,Non-Fatal,2
Australia,New South Wales,Newcastle ,December,Unknown,Fatal,1
Australia,New South Wales,Newcastle ,June,Unknown,Unknown,1
Australia,New South Wales,Newcastle ,November,Morning,Non-Fatal,1
Australia,New South Wales,Newcastle Beach,April,Afternoon,Non-Fatal,1
Australia,New South Wales,Newcastle Beach,January,Evening,Non-Fatal,1
Australia,New South Wales,Newcastle Beach,March,Afternoon,Fatal,1
Australia,New South Wales,Newcastle Harbor,December,Unknown,Non-Fatal,1
Australia,New South Wales,Newcastle Harbor,January,Unknown,Fatal,1
Australia,New South Wales,Norah Head,March,Unknown,Non-Fatal,1
Australia,New South Wales,Noraville,May,Evening,Non-Fatal,1
Australia,New South Wales,North Avoca Beach,January,Night,Non-Fatal,1
Australia,New South Wales,"North Beach, Belligen River",December,Unknown,Fatal,1
Australia,New South Wales,North Bondi,December,Unknown,Non-Fatal,1
Australia,New South Wales,North Bondi,January,Unknown,Non-Fatal,2
Australia,New South Wales,"North Brighton, Botany Bay",February,Afternoon,Fatal,1
Australia,New South Wales,"North Brighton, Botany Bay",January,Morning,Fatal,1
Australia,New South Wales,North Cronulla Beach,March,Morning,Non-Fatal,1
Australia,New South Wales,North Head,October,Unknown,Unknown,1
Australia,New South Wales,"North Head, Sydney Harbour",August,Unknown,Non-Fatal,1
Australia,New South Wales,"North Head, Sydney Harbour",May,Unknown,Non-Fatal,1
Australia,New South Wales,North Narrabeen Beach,March,Evening,Fatal,1
Australia,New South Wales,North Shelly Beach,September,Early morning,Non-Fatal,1
Australia,New South Wales,"North Solitary Island, 8 miles from Wolli",November,Unknown,Non-Fatal,1
Australia,New South Wales,North Steyne,April,Afternoon,Fatal,1
Australia,New South Wales,"Oatley Bay near Como, George’s River",January,Unknown,Fatal,1
Australia,New South Wales,"Oceanworld, Manley",October,Evening,Non-Fatal,1
Australia,New South Wales,"Off Ben Buckler, near Sydney",January,Unknown,Non-Fatal,1
Australia,New South Wales,Off Blacksmith Beach,January,Afternoon,Non-Fatal,1
Australia,New South Wales,Off Broughton Island near Port Stephens,April,Afternoon,Non-Fatal,1
Australia,New South Wales,"Off Domain, Sydney Harbor",December,Unknown,Fatal,1
Australia,New South Wales,Off Kisma,November,Unknown,Non-Fatal,1
Australia,New South Wales,Off Mooloolabah,June,Night,Non-Fatal,1
Australia,New South Wales,Off North Bondi,January,Afternoon,Unknown,1
Australia,New South Wales,Off Scotts,November,Unknown,Non-Fatal,1
Australia,New South Wales,Otford,April,Unknown,Non-Fatal,1
Australia,New South Wales,Palm Beach,April,Unknown,Non-Fatal,1
Australia,New South Wales,Paramatta River,February,Unknown,Non-Fatal,1
Australia,New South Wales,Paramatta River (near Sydney),February,Evening,Non-Fatal,1
Australia,New South Wales,"Park Beach, Coff's Harbour",September,Unknown,Non-Fatal,1
Australia,New South Wales,Parramata River,August,Unknown,Unknown,1
Australia,New South Wales,Parramata River,December,Unknown,Fatal,1
Australia,New South Wales,Parramatta River,December,Afternoon,Fatal,1
Australia,New South Wales,Parramatta River,February,Unknown,Non-Fatal,1
Australia,New South Wales,Parramatta River,March,Unknown,Non-Fatal,2
Australia,New South Wales,"Peacock Point, Balmain, Sydney",December,Unknown,Non-Fatal,1
Australia,New South Wales,"Pelican Island, Macleay River",December,Early morning,Fatal,1
Australia,New South Wales,Point Plomer,May,Afternoon,Non-Fatal,1
Australia,New South Wales,"Porpoise Pool, Tweed Heads",December,Unknown,Non-Fatal,1
Australia,New South Wales,Port Jackson,September,Afternoon,Non-Fatal,1
Australia,New South Wales,Port Jervis,December,Morning,Non-Fatal,1
Australia,New South Wales,Queenscliff,January,Afternoon,Non-Fatal,1
Australia,New South Wales,"Queenscliff, Sydney",November,Unknown,Non-Fatal,1
Australia,New South Wales,Redhead Beach,January,Afternoon,Non-Fatal,1
