Country,State,Location,Month_name,Time_category,Fatal Y/N,Attack_Count
Russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,August,Evening,Non-Fatal,1
Samoa, Upolu Island,Nofoali’i,September,Night,Non-Fatal,1
Samoa,Apolima Strait,Opposite Apelima &  Manona,October,Unknown,Non-Fatal,1
Samoa,Unknown,Unknown,May,Unknown,Non-Fatal,1
Samoa,Unknown,Unknown,November,Morning,Non-Fatal,1
Samoa,Unknown,Unknown,November,Unknown,Fatal,1
Samoa,Upolo,Unknown,October,Unknown,Non-Fatal,1
Samoa,Upolu Island,Apia Harbor,March,Unknown,Non-Fatal,1
Samoa,Upolu Island,Apia Harbour,August,Unknown,Non-Fatal,1
San Domingo,60 miles north of San Domingo in the West Indies,Muchoir Banks,November,Unknown,Fatal,1
Saudi Arabia,Eastern Province,East of the Ras Tanura-Jubail area ,August,Unknown,Non-Fatal,1
Saudi Arabia,Tabuk Province,Off Duba,March,Unknown,Unknown,1
Scotland,Argyll,"Carradale Bay, Kintyre Peninsula",September,Unknown,Non-Fatal,1
Scotland,Argyllshire,Arran,September,Unknown,Non-Fatal,1
Scotland,Arran,Fallen Rocks,September,Unknown,Non-Fatal,1
Scotland,Easter Ross,Balintore Bay,June,Unknown,Non-Fatal,1
Scotland,Edinburgh,Granton,September,Unknown,Non-Fatal,1
Scotland,Fife,Deep Sea World Aquarium,October,Afternoon,Non-Fatal,1
Scotland,Inner Hebrides,Off the Isle of Islay,August,Unknown,Non-Fatal,1
Scotland,Moray,Spey Bay,October,Unknown,Non-Fatal,1
Senegal,Cap Vert Peninsula,"Bel Air, Dakar",March,Unknown,Non-Fatal,1
Senegal,Cap Vert Peninsula,Between Joal & Sangomar near Dakar,March,Unknown,Unknown,1
Senegal,Cap Vert Peninsula,Hann,August,Night,Non-Fatal,1
Senegal,Cap Vert Peninsula,Unknown,August,Unknown,Non-Fatal,1
Senegal,Cap Vert Peninsula,Yoff Island,September,Unknown,Non-Fatal,1
Senegal,Cap-Vert Peninsula,off Dakar,August,Unknown,Fatal,1
Senegal,Casamance,Ziguinchor,February,Unknown,Non-Fatal,1
Senegal,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,October,Evening,Non-Fatal,1
Senegal,Unknown,"Tiaroye, near Dakar, Cap Vert Peninsula",December,Morning,Fatal,1
Senegal,Unknown,Unknown,July,Unknown,Unknown,1
Seychelles,Bird Island,Unknown,May,Unknown,Non-Fatal,1
Seychelles,Inner Islands,Off North Island,August,Unknown,Unknown,1
Seychelles,Praslin,Amitié Beach,December,Evening,Non-Fatal,1
Seychelles,Praslin,Anse Lazio ,August,Afternoon,Fatal,2
Seychelles,Praslin Island,Unknown,March,Afternoon,Unknown,1
Seychelles,Unknown,Ile Platte,March,Unknown,Non-Fatal,1
Sierra Leone,Unknown,Unknown,March,Unknown,Fatal,1
Sierra Leone,Western Area,Freetown,January,Unknown,Fatal,1
Sierra Leone,Western Area,Freetown,November,Unknown,Fatal,1
Sierra Leone,Western Area,"Lumely Beach, Freetown",March,Unknown,Fatal,1
Sierra Leone,Western Area,"River Sierra Leone, 35 miles  upriver from Freetown",September,Unknown,Non-Fatal,1
Sierra Leone,Western Area,Unknown,July,Unknown,Non-Fatal,1
Sierra Leone,Western Area ,Tombo Island in the Sierra Leone River,June,Unknown,Non-Fatal,2
Singapore,Unknown,Singapore,December,Afternoon,Non-Fatal,1
Singapore,Unknown,Singapore Harbor,July,Unknown,Fatal,1
Singapore,Unknown,Unknown,November,Morning,Fatal,1
Solomon Islands,Between Honiara & Isabel Island,Unknown,February,Unknown,Fatal,1
Solomon Islands,Bougainville (North Solomons),Kieta,April,Unknown,Non-Fatal,1
Solomon Islands,Bougainville (North Solomons),Unknown,March,Night,Fatal,1
Solomon Islands,Central Province,Savo,July,Unknown,Fatal,1
Solomon Islands,Central Province,Savo Island,March,Unknown,Non-Fatal,1
Solomon Islands,Guadalcanal Province,"North Coast, Guadalcanal Island",February,Unknown,Fatal,1
Solomon Islands,Honiara,Honiara,October,Evening,Fatal,2
Solomon Islands,Makira-Ulawa Province,"Kirakira, Makira Island (formerly San Cristobal)",September,Unknown,Non-Fatal,1
Solomon Islands,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),February,Unknown,Fatal,1
Solomon Islands,Makira-Uluwa Province,Makira Island,June,Unknown,Fatal,1
Solomon Islands,Makora-Ulawa Province,Cape Esperance (near Savo Islands),October,Unknown,Non-Fatal,1
Solomon Islands,Marovo Lagoon,Kicha Island,September,Unknown,Non-Fatal,1
Solomon Islands,Santa Isabel Province,Unknown,March,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Battle of Guadalcanal,November,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Off Guadalcanal,November,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Off Savo Island,November,Unknown,Fatal,1
Solomon Islands,Unknown,Owarigi Island,September,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Unknown,April,Unknown,Unknown,1
Solomon Islands,Unknown,Unknown,August,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Unknown,May,Unknown,Non-Fatal,1
Solomon Islands,Unknown,Unknown,November,Unknown,Fatal,1
Solomon Islands,Western Province,Unknown,September,Unknown,Non-Fatal,1
Solomon Islands,Ysabel Island,Susukana Plantation,September,Afternoon,Fatal,1
Solomon Islands / Vanuatu,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",November,Morning,Fatal,1
Somalia,Banaadir Region,Mogadishu,November,Unknown,Fatal,1
Somalia,Banaadir Region,Mogadishu,September,Unknown,Fatal,1
Somalia,Unknown,300 miles off the coast ,September,Unknown,Non-Fatal,1
Somalia,Unknown,Unknown,March,Unknown,Unknown,1
South Africa,Easten Cape Province,Mngcibe Beach,May,Unknown,Non-Fatal,1
South Africa,Easten Cape Province,"Supertubes, Jeffreys Bay",May,Evening,Non-Fatal,1
South Africa,Eastern Cape  Province,Port Alfred,December,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,2-3 km north of Sunday's River mouth,March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,30 nm off Port Elizabeth,March,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",October,Morning,Fatal,1
South Africa,Eastern Cape Province,Algoa Bay,April,Unknown,Unknown,1
South Africa,Eastern Cape Province,Algoa Bay,October,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Aston Bay,November,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Bashee River,April,Unknown,Unknown,1
South Africa,Eastern Cape Province,Beachview Holiday Resort,February,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Bird Island, Algoa Bay",May,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Bonza Bay,April,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,Bonza Bay,November,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Bonza Beach,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Breezy Point, Ntlonyana",July,Afternoon,Fatal,1
South Africa,Eastern Cape Province,Cape Recife,April,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Cape Recife,February,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,Cape Recife,July,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Cape St. Francis,April,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Cape St. Francis,August,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Cape St. Francis,October,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Chintsa,April,Morning,Fatal,1
South Africa,Eastern Cape Province,Chintsa East Beach,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Cintsa East,May,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Cintsa East, East London",July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Cintza Beach, East London",July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Coffee Bay,January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",December,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"East Beach, Port Alfred",April,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"East Beach, Port Alfred",July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,East London,April,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,East London,February,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,East London,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,East London,May,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,East London,November,Early morning,Non-Fatal,1
South Africa,Eastern Cape Province,East London,October,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Eerste River,January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Fuller’s Bay,May,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Glengariff,April,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Glengariff,October,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Gonubie,June,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Gonubie,November,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Gonubie River Mouth,December,Afternoon,Fatal,1
South Africa,Eastern Cape Province,Gonubie River Mouth,November,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,"Gonubie, 13 km northeast of East London",June,Morning,Fatal,1
South Africa,Eastern Cape Province,Great Fish River,December,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Gulu Deep, East London",March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Hamburg,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Humewood,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffrey's Bay,July,Early morning,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffrey's Bay,July,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffrey's Bay,June,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffreys Bay,July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffreys Bay,June,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffreys Bay,May,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffrey’s Bay,August,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Jeffrey’s Bay,October,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Kei River Mouth,December,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Kei River Mouth,May,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Kei River Mouth,November,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Kei River mouth,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Kenton-on-Sea,December,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Kidd’s Beach,February,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,Kidd’s Beach,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"King's Beach, Port Elizabeth",December,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,"King's Beach, Port Elizabeth",February,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,King’s Beach,January,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,King’s Beach,May,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Kowie River,September,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Mpande,December,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Mpekeweni,January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Mzimvubu River,April,Afternoon,Fatal,1
South Africa,Eastern Cape Province,Mzimvubu River mouth,February,Unknown,Fatal,1
South Africa,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea",January,Afternoon,Fatal,1
South Africa,Eastern Cape Province,Nahoon,April,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,December,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,February,Afternoon,Fatal,1
South Africa,Eastern Cape Province,Nahoon,February,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,March,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon,May,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Nahoon Beach,January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon Beach, East London",December,Early morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon Beach, East London",January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon Beach, East London",July,Afternoon,Fatal,1
South Africa,Eastern Cape Province,"Nahoon Beach, East London",July,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon Beach, East London",May,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon Reef, East London",July,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",February,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",July,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",July,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",November,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",November,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",November,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Nahoon, East London",September,Afternoon,Non-Fatal,2
South Africa,Eastern Cape Province,Nelson’s Rock,August,Unknown,Unknown,1
South Africa,Eastern Cape Province,"Noordhoek, Port Elizabeth",December,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Ntlonyana Bay,June,Morning,Fatal,1
South Africa,Eastern Cape Province,Ntlonyane Bay,May,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Off Port Alfred,October,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Off Port Elizabeth breakwater,April,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Papiesfontein,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Paradise Beach, Jeffrey’s Bay",February,Night,Non-Fatal,1
South Africa,Eastern Cape Province,Pollock Beach,May,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Pollock Beach, Port Elizabeth",January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Pollock Beach, Port Elizabeth",July,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,April,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,April,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,December,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,February,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Port Alfred,March,Unknown,Unknown,1
South Africa,Eastern Cape Province,Port Elizabeth,December,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Port Elizabeth,December,Unknown,Unknown,2
South Africa,Eastern Cape Province,Port Elizabeth,May,Unknown,Unknown,1
South Africa,Eastern Cape Province,Port Elizabeth ,April,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Port Elizabeth Oceanarium,April,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Port St. John's,December,Unknown,Fatal,1
South Africa,Eastern Cape Province,Port St. John's,March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Port St. John's,May,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Port St. Johns,February,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,Qolera River,December,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Queensberry Bay,June,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Riet River,January,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Salt Vlei, Port Alfred",January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Sardinia Bay,January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Sardinia Bay near Port Elizabeth,May,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Seal Point, Cape St. Francis",July,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"Second Beach, Port St Johns",March,Afternoon,Fatal,1
South Africa,Eastern Cape Province,"Second Beach, Port St. John's",January,Afternoon,Fatal,3
South Africa,Eastern Cape Province,"Second Beach, Port St. John's",March,Afternoon,Fatal,1
South Africa,Eastern Cape Province,"Second Beach, Port St. Johns",December,Afternoon,Fatal,1
South Africa,Eastern Cape Province,"Second Beach, Port St. Johns",December,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,"Second Beach, Port St. Johns",January,Afternoon,Fatal,1
South Africa,Eastern Cape Province,"South Jetty, Port Elizabeth",January,Early morning,Non-Fatal,1
South Africa,Eastern Cape Province,"South Jetty, Port Elizabeth",January,Unknown,Fatal,1
South Africa,Eastern Cape Province,St. Francis Bay,April,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,St. Francis Bay,April,Evening,Non-Fatal,1
South Africa,Eastern Cape Province,St. Francis Bay,December,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,St. Francis Bay,July,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,St. George’s Strand,February,Unknown,Unknown,1
South Africa,Eastern Cape Province,St. George’s Strand,January,Unknown,Fatal,1
South Africa,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",January,Afternoon,Non-Fatal,1
South Africa,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",February,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Swartkops River mouth,March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"The Fence, King's Beach, Port Elizabeth",March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,"West Beach, Port Alfred",January,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Yellow Sands Point,February,Morning,Non-Fatal,1
South Africa,Eastern Cape Province,Yellow Sands Point,March,Unknown,Non-Fatal,1
South Africa,Eastern Cape Province,Zwartkops River,February,Evening,Non-Fatal,1
South Africa,Eastern Province,"Nahoon, East London",January,Unknown,Non-Fatal,1
South Africa,KNZ,Protea Banks,December,Morning,Non-Fatal,1
South Africa,KZN,LaLucia,April,Unknown,Unknown,1
South Africa,KwaZulu-Natal,50 km off St. Lucia,November,Morning,Fatal,1
South Africa,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,January,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,Aliwal Shoal,April,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Aliwal Shoal,June,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Alkantstrand ,August,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Amanzimtoti,April,Afternoon,Non-Fatal,2
South Africa,KwaZulu-Natal,Amanzimtoti,January,Afternoon,Non-Fatal,2
South Africa,KwaZulu-Natal,Amanzimtoti,January,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Amanzimtoti,July,Afternoon,Unknown,1
South Africa,KwaZulu-Natal,Amanzimtoti,March,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Amanzimtoti,March,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,Amatikulu,February,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Anstey’s,January,Early morning,Non-Fatal,1
South Africa,KwaZulu-Natal,"Back Beach, Durban",April,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,"Back Beach, Durban",August,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"Back Beach, Durban",December,Morning,Fatal,1
South Africa,KwaZulu-Natal,"Back Beach, Durban",February,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"Back Beach, Durban",July,Morning,Fatal,1
South Africa,KwaZulu-Natal,Ballito,January,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Ballito,January,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"Battery Beach, Durban",February,Morning,Non-Fatal,1
South Africa,KwaZulu-Natal,"Battery Beach, Durban",January,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,"Battery Beach, Durban",January,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Battery Beach, Durban",January,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,Between Sodwana & Cape Vidal,December,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"Bluff, Durban",December,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Brighton Beach,November,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"Brighton Beach, Durban",February,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Cape Vidal,December,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,Cape Vidal,January,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Cape Vidal,January,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"Catfish Rock, between Salt Rock & Shaka’s Rock",December,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",August,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Clansthal,July,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"Country Club Beach, Durban",April,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Country Club Beach, Durban",January,Afternoon,Non-Fatal,3
South Africa,KwaZulu-Natal,"Country Club Beach, Durban",March,Afternoon,Non-Fatal,2
South Africa,KwaZulu-Natal,"Country Club Beach, Durban",March,Evening,Non-Fatal,2
South Africa,KwaZulu-Natal,"Danger Pool, Winkelspruit",April,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",March,Morning,Fatal,1
South Africa,KwaZulu-Natal,Durban,April,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Durban,August,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Durban,December,Morning,Unknown,1
South Africa,KwaZulu-Natal,Durban,December,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Durban,February,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Durban,January,Early morning,Unknown,1
South Africa,KwaZulu-Natal,Durban,January,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Durban,January,Unknown,Unknown,2
South Africa,KwaZulu-Natal,Durban,May,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Durban,May,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Durban Bay,May,Unknown,Fatal,1
South Africa,KwaZulu-Natal,Durban Harbor,January,Night,Non-Fatal,1
South Africa,KwaZulu-Natal,Durban Harbor,June,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Eastmoor Crescent Beach,February,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",October,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Garvies Beach,December,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Glenashley,January,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Granny’s Pool, Winkelspruit",April,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,Hibberdene,January,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Hibberdene,September,Early morning,Non-Fatal,1
South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",April,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",February,Evening,Non-Fatal,2
South Africa,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",February,Morning,Non-Fatal,1
South Africa,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",December,Morning,Fatal,1
South Africa,KwaZulu-Natal,"Inyoni Rocks, South Coast",December,Morning,Fatal,1
South Africa,KwaZulu-Natal,"Inyoni Rocks, South Coast",February,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,Isipingo,January,Evening,Fatal,1
South Africa,KwaZulu-Natal,Isipingo,January,Evening,Non-Fatal,2
South Africa,KwaZulu-Natal,Isipingo,March,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Isipingo,March,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Island Rock,July,Unknown,Fatal,1
South Africa,KwaZulu-Natal,Island Rock,July,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Karridene,December,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,Karridene,November,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,King Reef off Park Rynie,June,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Kokstad District,March,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Kosi Bay,January,Night,Non-Fatal,1
South Africa,KwaZulu-Natal,La Lucia,April,Unknown,Unknown,1
South Africa,KwaZulu-Natal,LaMercy,December,Unknown,Unknown,1
South Africa,KwaZulu-Natal,LaMercy,July,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,LaMercy,June,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Levan Point,May,Unknown,Fatal,1
South Africa,KwaZulu-Natal,Margate,August,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,Margate,December,Afternoon,Fatal,2
South Africa,KwaZulu-Natal,Margate,December,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Margate,January,Afternoon,Unknown,1
South Africa,KwaZulu-Natal,Mbibi,May,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,Mdloti,April,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Mission Rocks,September,Unknown,Fatal,1
South Africa,KwaZulu-Natal,Mnini,November,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Mpande,April,Unknown,Unknown,1
South Africa,KwaZulu-Natal,Mtunzini,February,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,Mtunzini,February,Early morning,Non-Fatal,1
South Africa,KwaZulu-Natal,Mtunzini,February,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,Mtunzini,January,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"Native Beach, Durban",January,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,"Next to West Street groyne, Durban",December,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",December,Unknown,Unknown,1
South Africa,KwaZulu-Natal,"North Beach, Durban",January,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",January,Evening,Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",July,Morning,Non-Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",March,Afternoon,Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",March,Afternoon,Non-Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",March,Evening,Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",March,Morning,Fatal,1
South Africa,KwaZulu-Natal,"North Beach, Durban",October,Evening,Non-Fatal,1
South Africa,KwaZulu-Natal,"North Pier, Durban",March,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"North Pier, Durban",May,Unknown,Non-Fatal,1
South Africa,KwaZulu-Natal,"Off Beachbums, Tongaat",January,Early morning,Non-Fatal,1
South Africa,KwaZulu-Natal,Palm Beach,January,Unknown,Unknown,1
